subject,theme,level,question,choice_a,choice_b,choice_c,choice_d,correct,explanation,hint
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Pourquoi les marchands arabes ont-ils un avantage commercial sur les Européens aux VIIe-Xe siècles ?,Car ils sont plus riches,Car ils maîtrisent les routes commerciales entre Méditerranée Asie et Afrique et ont accès aux produits orientaux dont les Européens raffolent,Car l'Église interdit aux chrétiens le commerce,Car les Européens n'ont pas de monnaie,1,Les marchands arabes contrôlent les routes de la soie et des épices reliant l'Inde la Chine et l'Afrique à la Méditerranée. Ils ont accès à des produits (épices soieries pierres précieuses) très demandés en Europe. Ce monopole commercial fait leur fortune.,Ce n'est qu'avec les grandes découvertes (XVe siècle) que l'Europe court-circuite ces intermédiaires arabes.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Comment peut-on caractériser les relations entre chrétienté et islam de manière nuancée entre le VIe et le XIIIe siècle ?,Elles sont uniquement des guerres permanentes,Elles mêlent conflits militaires (conquêtes arabes croisades) et riches échanges (commerce savoirs culture) créant une relation complexe faite d'oppositions et d'emprunts mutuels,Elles sont uniquement des échanges pacifiques,Elles sont des relations de vassalité de l'une envers l'autre,1,La relation islamo-chrétienne médiévale est paradoxale : des siècles de conflits (conquêtes croisades) coexistent avec des siècles d'échanges qui enrichissent mutuellement les deux civilisations. Ni pure hostilité ni paix permanente mais une relation complexe et dynamique.,Cette complexité est la vérité historique par opposition aux visions simplistes de choc ou d'harmonie.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Quel rôle jouent les ports chrétiens italiens dans les échanges avec le monde islamique ?,Un rôle mineur : les Italiens ne commercent pas avec les musulmans,Un rôle central : Venise Gênes et Pise s'enrichissent en servant d'intermédiaires entre l'Occident chrétien et l'Orient islamique,Un rôle uniquement militaire lors des croisades,Un rôle religieux de conversion des musulmans,1,Les cités italiennes Venise Gênes et Pise établissent des relations commerciales avec les États islamiques même pendant les croisades. Elles ont des comptoirs dans les ports orientaux et importent épices soieries et produits de luxe en Europe.,Leur enrichissement pave la voie à la Renaissance italienne.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,En quoi les croisades contribuent-elles indirectement à l'essor des villes européennes ?,Elles les détruisent,En stimulant le commerce et la circulation des richesses et des produits orientaux qui dynamisent les marchés et les villes d'Europe occidentale,En forçant les populations à fuir vers les villes,En créant des nouvelles villes en Orient uniquement,1,Les croisades nécessitent un intense trafic commercial pour approvisionner les armées. Les marchands s'enrichissent. Les nouveaux produits orientaux (épices soieries fruits) créent de nouveaux marchés. Cela stimule l'économie et la croissance des villes européennes.,Paradoxalement des guerres religieuses contribuent à l'essor économique de l'Occident.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Comment la calligraphie et l'enluminure reflètent-elles les deux civilisations islamique et chrétienne ?,Les deux utilisent exactement les mêmes techniques,Toutes deux élèvent la belle écriture en art mais la calligraphie islamique met en valeur les mots du Coran et l'enluminure chrétienne représente des scènes bibliques avec des images,Les deux évitent les représentations religieuses,La calligraphie islamique et l'enluminure chrétienne n'ont aucune valeur artistique reconnue,1,Dans l'art islamique la calligraphie est sacrée car écrire les mots d'Allah est un acte de dévotion. Dans les monastères chrétiens les moines enluminent les manuscrits avec des images de Jésus Marie et des saints. Les deux arts expriment la piété mais par des moyens différents.,Ces arts révèlent comment chaque civilisation exprime sa relation au divin.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Pourquoi la bataille de Manzikert (1071) est-elle un tournant dans l'histoire des croisades ?,Car c'est la date de la première croisade,Car la défaite byzantine face aux Seldjoukides force l'Empire à demander l'aide de Rome qui débouchera sur l'appel aux croisades,Car c'est la victoire décisive des croisés,Car les Turcs y deviennent musulmans,1,À Manzikert en 1071 les Turcs Seldjoukides écrasent l'armée byzantine et capturent l'empereur. L'Empire perd une grande partie de l'Asie Mineure. L'appel à l'aide de Constantinople à Rome est l'un des facteurs déclenchant l'appel aux croisades d'Urbain II en 1095.,Manzikert est le tournant qui transforme une expansion islamique en une réaction croisée chrétienne.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,En quoi la médecine d'Avicenne illustre-t-elle les échanges entre civilisations ?,Elle est entièrement originale sans aucune influence grecque,Avicenne s'appuie sur Galien et Hippocrate les enrichit de ses propres observations et son Canon est traduit en latin pour les universités européennes,Il invente la médecine sans s'appuyer sur des prédécesseurs,Sa médecine est rejetée par les médecins européens,1,Avicenne (Ibn Sina XIe siècle) synthétise les savoirs médicaux grecs (Hippocrate Galien) arabes et persans dans son Canon de la médecine. Traduit en latin au XIIe siècle il devient le manuel médical des universités européennes pendant 500 ans.,Ce cas illustre la chaîne des savoirs : Grèce → islam → Europe médiévale.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Comment les Byzantins parviennent-ils à repousser deux fois les Arabes devant Constantinople (673-678 et 717-718) ?,Par leur supériorité numérique,Grâce au feu grégeois une arme incendiaire secrète dévastant les flottes arabes et aux murailles inexpugnables de Constantinople,Par une alliance avec les Perses,Car les Arabes manquent de motivation religieuse,1,Le feu grégeois est une substance incendiaire qui brûle sur l'eau utilisée par la marine byzantine pour détruire les flottes arabes assiégeant Constantinople. Combiné aux impressionnantes murailles de la ville il permet de résister aux deux grands sièges arabes.,Le feu grégeois reste une arme secrète dont la composition exacte n'est toujours pas certaine.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Quel est le lien entre le commerce des épices et l'expansion européenne vers l'Asie à la fin du Moyen Âge ?,Aucun lien les deux phénomènes sont indépendants,Le désir de court-circuiter les intermédiaires arabes dans le commerce des épices pousse les Européens à chercher des routes directes vers l'Asie,Les croisades ouvrent directement les routes asiatiques,Les épices sont produites en Europe,1,Les épices (poivre cannelle girofle) sont importées d'Asie via des intermédiaires arabes puis vénitiens ce qui les rend très chères en Europe. La volonté de contourner ces intermédiaires pour accéder directement à l'Asie pousse les Portugais et Espagnols à explorer de nouvelles routes.,C'est l'une des motivations économiques des grandes découvertes du XVe siècle.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Comment les échanges islamo-chrétiens contribuent-ils à la naissance des premières universités européennes aux XIIe-XIIIe siècles ?,Ils n'y contribuent pas les universités sont une invention uniquement chrétienne,Les traductions des œuvres arabes et grecques créent un besoin d'enseignement de ce savoir qui favorise la création d'universités,Les universités islamiques se déplacent en Europe,Les croisés ramènent des professeurs arabes en Europe,1,Les traductions des œuvres arabes (philosophie médecine mathématiques astronomie) au XIIe siècle créent un corpus intellectuel immense à enseigner. Les premières universités (Bologne Paris Oxford) naissent en partie pour former des spécialistes de ce nouveau savoir.,L'université médiévale est une réponse institutionnelle à l'afflux de savoirs nouveaux venus d'Orient.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,En quoi le cas d'Averroès illustre-t-il les tensions entre foi et raison dans le monde islamique comme chrétien ?,Averroès est accepté sans problème par les deux religions,Averroès (Ibn Rushd) est condamné par des autorités islamiques rigoristes pour avoir mis la raison philosophique à égalité avec la foi mais il est admiré par les philosophes chrétiens,Averroès rejette toute philosophie,Averroès n'a aucune influence en dehors de l'islam,1,Ibn Rushd (Averroès) est condamné et exilé par les autorités islamiques qui voient dans son admiration pour Aristote une menace pour la foi. Mais ses commentaires d'Aristote arrivent en Europe où ils alimentent la scolastique chrétienne et la pensée de Thomas d'Aquin.,La tension entre raison et foi traverse les deux civilisations médiévales.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Pourquoi peut-on dire que la vision médiévale des croisades comme guerre sainte est différente de la vision historique actuelle ?,Car les historiens nient que les croisades aient eu lieu,Car les historiens modernes intègrent des sources diverses (chrétiennes arabes byzantines) permettant une vision plus nuancée dépassant la seule perspective religieuse chrétienne,Car les historiens modernes pensent que les croisés avaient totalement raison,Car les sources arabes sur les croisades n'existent pas,1,Les chroniques médiévales chrétiennes présentent les croisades comme des guerres saintes voulues par Dieu. Les historiens modernes utilisent aussi les sources arabes et byzantines qui offrent d'autres perspectives : commerce politique violence. La vision religieuse unique est remplacée par une analyse multicausal.,L'histoire est toujours influencée par les sources et le point de vue de l'historien.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Quel est le rôle de l'aumône (zakat) dans la cohésion sociale de la communauté islamique ?,Elle renforce les inégalités,Elle oblige les riches à redistribuer une part de leur richesse réduisant les inégalités et cimentant la solidarité entre membres de l'umma,Elle est uniquement une taxe religieuse sans effet social,Elle ne concerne que les commerçants,1,La zakat oblige tout musulman aisé à donner 2.5% de son patrimoine. Cette redistribution obligatoire nourrit les pauvres finance les mosquées et les écoles. Elle exprime la conviction islamique que la richesse est un bien confié par Allah dont une partie revient à la communauté.,La zakat est l'institutionnalisation de la solidarité sociale dans l'islam.
